Business,Total_Quantity,Transaction_Frequency,Total_Value,Segment,Segment_Label
Business-3c81,1,1,4190.0,0,Low Value
Business-3c87,3,3,13140.0,0,Low Value
Business-3c8e,152,121,152394.0,0,Low Value
Business-3c92,263,142,330170.0,0,Low Value
Business-3c97,5,4,9934.0,0,Low Value
Business-3ca4,2,2,2790.0,0,Low Value
Business-3ca9,1,1,2070.0,0,Low Value
Business-3cac,267,238,408399.0,0,Low Value
Business-3cb8,18,17,46434.0,0,Low Value
Business-3ccf,231,132,280535.0,0,Low Value
Business-3cd8,1,1,2850.0,0,Low Value
Business-3cdf,169,119,314377.0,0,Low Value
Business-3ce8,3,2,2190.0,0,Low Value
Business-3cef,80,68,140046.0,0,Low Value
Business-3cf8,48,47,111007.0,0,Low Value
Business-3d0d,19,15,14570.0,0,Low Value
Business-3d20,78,11,27090.0,0,Low Value
Business-3d23,23,20,31430.0,0,Low Value
Business-3d2c,3,3,2800.0,0,Low Value
Business-3d4e,1,1,2020.0,0,Low Value
Business-3d54,5,5,13430.0,0,Low Value
Business-3d5b,232,22,54210.0,0,Low Value
Business-3d6e,339,243,518508.0,1,Medium Value
Business-3d70,4,3,8740.0,0,Low Value
Business-3d7c,5,2,3745.0,0,Low Value
Business-3d8c,1138,720,2070587.0,1,Medium Value
Business-3d9c,173,31,77970.0,0,Low Value
Business-3d9d,235,52,135409.0,0,Low Value
Business-3da5,11,6,14100.0,0,Low Value
Business-3da8,3,3,6155.0,0,Low Value
Business-3db1,641,125,308992.0,0,Low Value
Business-3dbf,77,49,79750.0,0,Low Value
Business-3dc6,77,15,28715.0,0,Low Value
Business-3dcf,17,13,31215.0,0,Low Value
Business-3dd1,52,19,53490.0,0,Low Value
Business-3dde,2,1,1340.0,0,Low Value
Business-3de4,40,2,8725.0,0,Low Value
Business-3df1,22,14,53850.0,0,Low Value
Business-3dfc,1204,624,1832491.0,1,Medium Value
Business-3e17,4,1,1730.0,0,Low Value
Business-3e1f,5,5,1470.0,0,Low Value
Business-3e22,1,1,1905.0,0,Low Value
Business-3e2d,322,141,315421.0,0,Low Value
Business-3e63,126,113,156740.0,0,Low Value
Business-3e70,200,180,442703.0,0,Low Value
Business-3e94,2,1,1715.0,0,Low Value
Business-3e9b,10,5,9245.0,0,Low Value
Business-3ea2,4,4,12170.0,0,Low Value
Business-3ead,163,121,275577.0,0,Low Value
Business-3ec8,26,22,45095.0,0,Low Value
Business-3ecf,2,2,3740.0,0,Low Value
Business-3ed4,1,1,6250.0,0,Low Value
Business-3eda,68,58,94014.0,0,Low Value
Business-3edd,953,554,1603786.0,1,Medium Value
Business-3ee2,34,32,107012.0,0,Low Value
Business-3eee,7,4,7580.0,0,Low Value
Business-3ef6,517,306,574405.0,1,Medium Value
Business-3f1b,5,5,16285.0,0,Low Value
Business-3f38,7,7,21350.0,0,Low Value
Business-3f6c,636,495,1429989.0,1,Medium Value
Business-3f74,19,14,42196.0,0,Low Value
Business-3f85,153,146,300164.0,0,Low Value
Business-3f8b,5,5,11950.0,0,Low Value
Business-3f90,231,47,92188.0,0,Low Value
Business-3fa3,71,66,108396.0,0,Low Value
Business-3fbd,7,7,11960.0,0,Low Value
Business-3fbf,211,145,306055.0,0,Low Value
Business-3fc8,28,20,43835.0,0,Low Value
Business-3fca,199,34,71010.0,0,Low Value
Business-3fd4,9,5,10400.0,0,Low Value
Business-3fd8,558,314,901355.0,1,Medium Value
Business-3fed,2,2,3395.0,0,Low Value
Business-3ff1,3,1,1670.0,0,Low Value
Business-4018,5,4,6565.0,0,Low Value
Business-401e,73,63,128877.0,0,Low Value
Business-4027,121,102,317232.0,0,Low Value
Business-4035,6,6,20080.0,0,Low Value
Business-404b,2,2,4900.0,0,Low Value
Business-404e,144,34,100399.0,0,Low Value
Business-4051,189,175,368403.0,0,Low Value
Business-4087,667,218,531701.0,1,Medium Value
Business-408b,3,3,7395.0,0,Low Value
Business-408e,8,6,12120.0,0,Low Value
Business-409b,6,5,4480.0,0,Low Value
Business-40a1,2,1,645.0,0,Low Value
Business-40a4,21,21,53342.0,0,Low Value
Business-40aa,1,1,1425.0,0,Low Value
Business-40c2,144,72,170607.0,0,Low Value
Business-40ca,31,25,92528.0,0,Low Value
Business-40cf,226,207,384780.0,0,Low Value
Business-40de,9,9,19740.0,0,Low Value
Business-40e9,27,3,7420.0,0,Low Value
Business-40ec,14,6,13985.0,0,Low Value
Business-4114,1,1,1585.0,0,Low Value
Business-4121,1,1,1450.0,0,Low Value
Business-4129,6,3,8115.0,0,Low Value
Business-4133,1013,929,2587506.0,2,High Value
Business-413b,1,1,3880.0,0,Low Value
Business-414b,480,13,21505.0,0,Low Value
Business-414c,298,44,113632.0,0,Low Value
Business-4160,11,7,17940.0,0,Low Value
Business-4165,9,3,9240.0,0,Low Value
Business-418d,84,56,62365.0,0,Low Value
Business-4196,4,4,9738.0,0,Low Value
Business-41ac,175,114,263685.0,0,Low Value
Business-41b0,3,2,7410.0,0,Low Value
Business-41b7,34,22,28516.0,0,Low Value
Business-41ba,7,6,1905.0,0,Low Value
Business-41d8,1,1,2070.0,0,Low Value
Business-41d9,47,42,81805.0,0,Low Value
Business-41e7,2,2,9370.0,0,Low Value
Business-41e9,2,1,90.0,0,Low Value
Business-41eb,33,7,12145.0,0,Low Value
Business-41f1,46,46,88630.0,0,Low Value
Business-41f3,401,324,510128.0,1,Medium Value
Business-41f7,4,4,10050.0,0,Low Value
Business-41fd,4,1,1940.0,0,Low Value
Business-420f,352,327,635086.0,1,Medium Value
Business-4214,5,4,11940.0,0,Low Value
Business-4219,718,296,990389.0,1,Medium Value
Business-422a,278,179,532972.0,0,Low Value
Business-422f,6,6,14500.0,0,Low Value
Business-4248,210,133,286434.0,0,Low Value
Business-4249,11,5,14125.0,0,Low Value
Business-425b,13,13,38595.0,0,Low Value
Business-4262,5,1,4850.0,0,Low Value
Business-426f,11,5,12910.0,0,Low Value
Business-4277,39,4,13490.0,0,Low Value
Business-4293,324,181,668445.0,1,Medium Value
Business-4298,6,3,11045.0,0,Low Value
Business-429d,15,11,16360.0,0,Low Value
Business-429f,35,7,9965.0,0,Low Value
Business-42b8,1,1,4340.0,0,Low Value
Business-42bf,205,153,413566.0,0,Low Value
Business-42cb,5,5,17000.0,0,Low Value
Business-42cd,59,14,41330.0,0,Low Value
Business-42d5,3,2,2160.0,0,Low Value
Business-42d8,62,57,135165.0,0,Low Value
Business-42d9,18,17,23470.0,0,Low Value
Business-42df,190,121,277357.0,0,Low Value
Business-4304,72,58,130405.0,0,Low Value
Business-4305,1516,780,2105466.0,2,High Value
Business-431d,4,4,5210.0,0,Low Value
Business-432e,3,2,4580.0,0,Low Value
Business-4330,1,1,1700.0,0,Low Value
Business-4337,476,123,290603.0,0,Low Value
Business-4342,236,149,303444.0,0,Low Value
Business-4347,392,39,76596.0,0,Low Value
Business-4349,72,48,58822.0,0,Low Value
Business-434a,141,12,28570.0,0,Low Value
Business-436b,13,12,27555.0,0,Low Value
Business-4372,17,11,11996.0,0,Low Value
Business-4376,2,1,1890.0,0,Low Value
Business-437d,3,3,3558.0,0,Low Value
Business-43a2,1,1,2650.0,0,Low Value
Business-43ac,15,10,16390.0,0,Low Value
Business-43af,34,30,32055.0,0,Low Value
Business-43c3,972,655,1772609.0,1,Medium Value
Business-43c5,3,3,12850.0,0,Low Value
Business-43ce,535,149,313969.0,0,Low Value
Business-43df,44,25,49510.0,0,Low Value
Business-43f5,53,42,109380.0,0,Low Value
Business-43f8,679,419,925534.0,1,Medium Value
Business-43fe,1,1,1800.0,0,Low Value
Business-4403,12,2,5975.0,0,Low Value
Business-442b,1,1,1240.0,0,Low Value
Business-4436,1,1,3185.0,0,Low Value
Business-444c,6,4,5885.0,0,Low Value
Business-444d,22,15,20185.0,0,Low Value
Business-4454,232,32,81987.0,0,Low Value
Business-445e,1,1,6180.0,0,Low Value
Business-445f,8,7,3705.0,0,Low Value
Business-4477,9,9,4515.0,0,Low Value
Business-447a,2,2,11340.0,0,Low Value
Business-447e,302,289,707349.0,1,Medium Value
Business-448b,30,28,59080.0,0,Low Value
Business-448d,46,24,35673.0,0,Low Value
Business-4490,326,60,140345.0,0,Low Value
Business-4492,8,3,2980.0,0,Low Value
Business-4498,372,106,215981.0,0,Low Value
Business-44a4,18,5,10985.0,0,Low Value
Business-44a9,2,2,3340.0,0,Low Value
Business-44c6,139,108,190238.0,0,Low Value
Business-44f1,47,28,56170.0,0,Low Value
Business-44f3,1,1,4020.0,0,Low Value
Business-44fb,2,2,1890.0,0,Low Value
Business-4503,129,18,26215.0,0,Low Value
Business-450d,479,375,631810.0,1,Medium Value
Business-4518,4,2,5960.0,0,Low Value
Business-452a,56,38,119886.0,0,Low Value
Business-453b,3,2,5110.0,0,Low Value
Business-4547,6,6,14640.0,0,Low Value
Business-4548,2,2,2725.0,0,Low Value
Business-455c,1,1,1770.0,0,Low Value
Business-457d,1219,408,1113964.0,1,Medium Value
Business-4598,22,14,30860.0,0,Low Value
Business-45af,195,69,165015.0,0,Low Value
Business-45b4,5,5,9570.0,0,Low Value
Business-45be,10,10,28235.0,0,Low Value
Business-45c0,108,19,44150.0,0,Low Value
Business-45cd,12,9,21610.0,0,Low Value
Business-4601,179,148,411112.0,0,Low Value
Business-4608,634,267,670252.0,1,Medium Value
Business-4611,35,20,36472.0,0,Low Value
Business-4624,4,4,7500.0,0,Low Value
Business-4626,2,2,1175.0,0,Low Value
Business-4633,23,22,55158.0,0,Low Value
Business-463e,9,9,15375.0,0,Low Value
Business-4651,229,90,152705.0,0,Low Value
Business-4661,152,85,187948.0,0,Low Value
Business-4689,2,2,3970.0,0,Low Value
Business-468e,5450,787,1483889.0,2,High Value
Business-46a2,100,2,2870.0,0,Low Value
Business-46a5,4,2,1500.0,0,Low Value
Business-46c6,12,10,13330.0,0,Low Value
Business-46c7,9,4,6940.0,0,Low Value
Business-46d5,6,2,4600.0,0,Low Value
Business-46d8,192,70,121748.0,0,Low Value
Business-46dc,551,230,463668.0,1,Medium Value
Business-46e0,1,1,6187.0,0,Low Value
Business-46ef,85,10,31170.0,0,Low Value
Business-46f4,164,95,173537.0,0,Low Value
Business-470a,526,225,621644.0,1,Medium Value
Business-4714,101,89,161014.0,0,Low Value
Business-4721,4,4,5810.0,0,Low Value
Business-4724,48,6,14030.0,0,Low Value
Business-4744,4,4,3305.0,0,Low Value
Business-4758,33,29,62075.0,0,Low Value
Business-4765,10,7,15275.0,0,Low Value
Business-476c,334,293,499862.0,1,Medium Value
Business-476e,5,4,5090.0,0,Low Value
Business-4774,2,2,2930.0,0,Low Value
Business-4788,24,19,33166.0,0,Low Value
Business-4794,4,3,1880.0,0,Low Value
Business-479b,90,7,14344.0,0,Low Value
Business-47c5,9,5,11900.0,0,Low Value
Business-47c7,20,16,37375.0,0,Low Value
Business-47d6,4,1,1750.0,0,Low Value
Business-47f8,96,81,100210.0,0,Low Value
Business-47fa,533,132,445749.0,0,Low Value
Business-4804,699,281,635323.0,1,Medium Value
Business-4808,16,14,41283.0,0,Low Value
Business-4827,202,154,380214.0,0,Low Value
Business-483f,627,307,1041864.0,1,Medium Value
Business-4846,857,376,981461.0,1,Medium Value
Business-488a,28,20,21815.0,0,Low Value
Business-4891,4,4,19900.0,0,Low Value
Business-48a1,100,16,52980.0,0,Low Value
Business-48a7,1,1,3330.0,0,Low Value
Business-48bf,1,1,2040.0,0,Low Value
Business-48c3,55,31,46605.0,0,Low Value
Business-48c4,21,11,13510.0,0,Low Value
Business-48cb,5,2,6775.0,0,Low Value
Business-48d2,1,1,4020.0,0,Low Value
Business-48e9,13,13,25376.0,0,Low Value
Business-48f4,15,14,36450.0,0,Low Value
Business-48f6,1591,773,1993328.0,2,High Value
Business-4918,105,13,31560.0,0,Low Value
Business-4919,33,24,40204.0,0,Low Value
Business-4920,5,1,5400.0,0,Low Value
Business-4925,544,118,378110.0,0,Low Value
Business-4929,9,4,14650.0,0,Low Value
Business-492a,10,8,9679.0,0,Low Value
Business-492e,46,24,53830.0,0,Low Value
Business-4952,515,158,390288.0,0,Low Value
Business-496a,6,6,8510.0,0,Low Value
Business-4982,4,2,5050.0,0,Low Value
Business-4998,2,2,3360.0,0,Low Value
Business-49a5,6,3,9300.0,0,Low Value
Business-49b9,20,20,55297.0,0,Low Value
Business-49be,41,28,45370.0,0,Low Value
Business-49c2,474,364,744082.0,1,Medium Value
Business-49c5,18,2,3580.0,0,Low Value
Business-49e0,10,1,2070.0,0,Low Value
Business-49e7,752,405,870531.0,1,Medium Value
Business-49e8,6,5,11930.0,0,Low Value
Business-49f6,9,9,24350.0,0,Low Value
Business-4a01,37,20,30310.0,0,Low Value
Business-4a09,35,5,14670.0,0,Low Value
Business-4a11,126,123,242440.0,0,Low Value
Business-4a1c,1084,74,191140.0,0,Low Value
Business-4a48,19,17,42170.0,0,Low Value
Business-4a5d,115,84,167733.0,0,Low Value
Business-4a5e,1,1,1290.0,0,Low Value
Business-4a60,1,1,1510.0,0,Low Value
Business-4a62,5,5,17220.0,0,Low Value
Business-4a6d,243,136,303060.0,0,Low Value
Business-4a70,56,20,72745.0,0,Low Value
Business-4a8e,33,29,35461.0,0,Low Value
Business-4a9b,3,3,18085.0,0,Low Value
Business-4aa3,4,4,6650.0,0,Low Value
Business-4ac4,527,336,779525.0,1,Medium Value
Business-4ad9,19,12,20430.0,0,Low Value
Business-4ae8,28,3,5570.0,0,Low Value
Business-4af0,113,97,238221.0,0,Low Value
Business-4af3,1,1,5990.0,0,Low Value
Business-4afb,123,113,244629.0,0,Low Value
Business-4b07,54,45,99390.0,0,Low Value
Business-4b0d,15,13,44470.0,0,Low Value
Business-4b1e,48,47,72490.0,0,Low Value
Business-4b2d,35,31,50670.0,0,Low Value
Business-4b3b,2,2,6140.0,0,Low Value
Business-4b4c,1,1,3880.0,0,Low Value
Business-4b76,38,36,67105.0,0,Low Value
Business-4b87,5,1,2.0,0,Low Value
Business-4b8b,2,2,5210.0,0,Low Value
Business-4b8d,106,43,125237.0,0,Low Value
Business-4b8e,2,2,2840.0,0,Low Value
Business-4b91,444,338,890177.0,1,Medium Value
Business-4b92,7,6,10710.0,0,Low Value
Business-4ba1,3,2,3175.0,0,Low Value
Business-4bbb,1307,357,878493.0,1,Medium Value
Business-4bc3,56,36,90327.0,0,Low Value
Business-4bc8,113,98,250010.0,0,Low Value
Business-4be1,412,95,186457.0,0,Low Value
Business-4bfc,25,8,16970.0,0,Low Value
Business-4c0b,3,3,6740.0,0,Low Value
Business-4c1b,22,1,1900.0,0,Low Value
Business-4c1f,40,32,102892.0,0,Low Value
Business-4c26,88,78,104772.0,0,Low Value
Business-4c46,36,4,9670.0,0,Low Value
Business-4c49,1,1,1770.0,0,Low Value
Business-4c5e,310,94,291293.0,0,Low Value
Business-4c6e,106,93,218575.0,0,Low Value
Business-4c82,29,5,8590.0,0,Low Value
Business-4c9e,59,56,123376.0,0,Low Value
Business-4ca8,4,3,5800.0,0,Low Value
Business-4caa,37,33,57655.0,0,Low Value
Business-4cad,213,175,262484.0,0,Low Value
Business-4ce8,2,1,750.0,0,Low Value
Business-4cf4,2,1,4360.0,0,Low Value
Business-4d0a,159,130,200800.0,0,Low Value
Business-4d0b,8,7,4260.0,0,Low Value
Business-4d1a,153,145,284420.0,0,Low Value
Business-4d1b,417,68,150355.0,0,Low Value
Business-4d2a,142,134,272720.0,0,Low Value
Business-4d3c,90,65,132367.0,0,Low Value
Business-4d45,7,7,19880.0,0,Low Value
Business-4d4c,6,6,6063.0,0,Low Value
Business-4d57,2,2,4370.0,0,Low Value
Business-4d5a,46,46,138495.0,0,Low Value
Business-4d5c,275,154,335504.0,0,Low Value
Business-4d69,686,116,261918.0,0,Low Value
Business-4d6c,19,4,11990.0,0,Low Value
Business-4d8e,225,27,48830.0,0,Low Value
Business-4d9c,446,408,1018129.0,1,Medium Value
Business-4d9d,6,6,18000.0,0,Low Value
Business-4da5,1,1,4270.0,0,Low Value
Business-4dd6,398,74,171544.0,0,Low Value
Business-4e15,2,2,3460.0,0,Low Value
Business-4e1b,4,4,6395.0,0,Low Value
Business-4e24,39,37,32113.0,0,Low Value
Business-4e2c,1,1,1420.0,0,Low Value
Business-4e36,6,5,14977.0,0,Low Value
Business-4e4c,37,33,56150.0,0,Low Value
Business-4e50,2,2,12700.0,0,Low Value
Business-4e67,1,1,4440.0,0,Low Value
Business-4e69,222,179,340086.0,0,Low Value
Business-4e7f,4,4,8805.0,0,Low Value
Business-4e82,22,7,19590.0,0,Low Value
Business-4e8a,1,1,1260.0,0,Low Value
Business-4e8c,4,4,6965.0,0,Low Value
Business-4e94,193,56,109505.0,0,Low Value
Business-4eea,453,377,697970.0,1,Medium Value
Business-4ef7,4,3,6980.0,0,Low Value
Business-4f2d,89,71,154104.0,0,Low Value
Business-4f3f,45,41,72590.0,0,Low Value
Business-4f41,128,31,62545.0,0,Low Value
Business-4f4c,273,45,96635.0,0,Low Value
Business-4f53,449,165,308930.0,0,Low Value
Business-4f5f,97,15,35133.0,0,Low Value
Business-4f89,7,6,15720.0,0,Low Value
Business-4fb5,17,7,26740.0,0,Low Value
Business-4fbd,83,74,86840.0,0,Low Value
Business-4fc2,2,2,5130.0,0,Low Value
Business-4fcb,240,55,129250.0,0,Low Value
Business-4fce,74,65,183055.0,0,Low Value
Business-4fd5,3,3,9170.0,0,Low Value
Business-4fd6,9,5,10130.0,0,Low Value
Business-4fdb,164,143,187591.0,0,Low Value
Business-4fe6,12,3,7840.0,0,Low Value
Business-4fee,2036,1290,2817747.0,2,High Value
Business-4ff2,631,133,309034.0,0,Low Value
Business-4ffe,224,156,298727.0,0,Low Value
Business-500d,25,4,10725.0,0,Low Value
Business-5017,1,1,1210.0,0,Low Value
Business-5020,3,3,4570.0,0,Low Value
Business-5029,28,24,51244.0,0,Low Value
Business-502a,2,2,5210.0,0,Low Value
Business-5035,6,6,8210.0,0,Low Value
Business-5038,6,6,16335.0,0,Low Value
Business-504d,7,7,17760.0,0,Low Value
Business-5088,355,318,548336.0,1,Medium Value
Business-509c,2,2,9770.0,0,Low Value
Business-509d,31,29,37095.0,0,Low Value
Business-50b4,70,20,49190.0,0,Low Value
Business-50b5,708,257,582019.0,1,Medium Value
Business-50b6,399,325,739490.0,1,Medium Value
Business-50ba,35,35,62536.0,0,Low Value
Business-50f6,14,11,21575.0,0,Low Value
Business-50fe,7,7,5148.0,0,Low Value
Business-5109,23,3,5700.0,0,Low Value
Business-5116,5,3,6940.0,0,Low Value
Business-511b,6,2,7605.0,0,Low Value
Business-5124,8,6,15830.0,0,Low Value
Business-5132,1,1,1860.0,0,Low Value
Business-513d,84,12,32501.0,0,Low Value
Business-5162,62,46,116566.0,0,Low Value
Business-5166,3,2,180.0,0,Low Value
Business-516f,13,13,24223.0,0,Low Value
Business-5172,35,18,42666.0,0,Low Value
Business-5176,12,9,21210.0,0,Low Value
Business-517a,9,8,15040.0,0,Low Value
Business-5188,26,23,53096.0,0,Low Value
Business-51a9,27,14,22420.0,0,Low Value
Business-51aa,5,5,5085.0,0,Low Value
Business-51ac,7,5,15128.0,0,Low Value
Business-51c0,14,13,22610.0,0,Low Value
Business-51cb,393,34,99685.0,0,Low Value
Business-51e9,826,459,1091209.0,1,Medium Value
Business-51ef,1,1,2755.0,0,Low Value
Business-5200,7,6,9660.0,0,Low Value
Business-5207,52,46,65705.0,0,Low Value
Business-522f,86,20,41395.0,0,Low Value
Business-5233,3,2,7955.0,0,Low Value
Business-523d,7,7,6255.0,0,Low Value
Business-525d,5,2,6625.0,0,Low Value
Business-5293,140,138,242772.0,0,Low Value
Business-529a,28,10,14835.0,0,Low Value
Business-52a1,49,33,69275.0,0,Low Value
Business-52ac,38,36,57791.0,0,Low Value
Business-52ad,2,2,3190.0,0,Low Value
Business-52d7,240,185,340100.0,0,Low Value
Business-52d9,5,4,7433.0,0,Low Value
Business-52ee,13,10,27968.0,0,Low Value
Business-52f3,61,40,90895.0,0,Low Value
Business-52fa,920,299,771446.0,1,Medium Value
Business-5300,12,7,29880.0,0,Low Value
Business-5311,47,26,51090.0,0,Low Value
Business-5319,161,126,322436.0,0,Low Value
Business-5327,240,49,121796.0,0,Low Value
Business-5342,1,1,6535.0,0,Low Value
Business-536d,30,25,55110.0,0,Low Value
Business-5378,55,47,89448.0,0,Low Value
Business-5381,35,24,17730.0,0,Low Value
Business-5384,1,1,4100.0,0,Low Value
Business-5389,26,17,39935.0,0,Low Value
Business-53a2,14,10,16305.0,0,Low Value
Business-53ab,11,11,14740.0,0,Low Value
Business-53b0,2,1,1750.0,0,Low Value
Business-53e1,38,30,62215.0,0,Low Value
Business-5407,305,215,419167.0,0,Low Value
Business-5415,1261,865,1770287.0,1,Medium Value
Business-5425,2,2,8040.0,0,Low Value
Business-5430,15,14,35590.0,0,Low Value
Business-5434,5,1,2200.0,0,Low Value
Business-5435,197,61,108761.0,0,Low Value
Business-5440,14,9,17805.0,0,Low Value
Business-5442,92,34,79211.0,0,Low Value
Business-5457,3,3,8320.0,0,Low Value
Business-5459,1,1,5785.0,0,Low Value
Business-545d,378,267,427226.0,1,Medium Value
Business-5474,18,13,32235.0,0,Low Value
Business-5477,2596,596,1440827.0,2,High Value
Business-5483,14,3,12010.0,0,Low Value
Business-5494,345,64,117191.0,0,Low Value
Business-5495,7,7,16685.0,0,Low Value
Business-5499,24,23,40641.0,0,Low Value
Business-54a9,12,7,11455.0,0,Low Value
Business-54aa,1,1,1710.0,0,Low Value
Business-54ac,110,110,201460.0,0,Low Value
Business-54ad,239,54,127300.0,0,Low Value
Business-54af,1,1,450.0,0,Low Value
Business-54b3,8,8,13780.0,0,Low Value
Business-54c4,1,1,3400.0,0,Low Value
Business-54c5,169,103,197990.0,0,Low Value
Business-54ea,2,2,7740.0,0,Low Value
Business-54f5,30,21,34875.0,0,Low Value
Business-54fa,3,3,8830.0,0,Low Value
Business-550c,96,63,126890.0,0,Low Value
Business-5525,955,164,436515.0,1,Medium Value
Business-552a,81,7,13645.0,0,Low Value
Business-5539,36,22,41040.0,0,Low Value
Business-553e,354,347,555322.0,1,Medium Value
Business-5544,6,6,26645.0,0,Low Value
Business-5570,1,1,1880.0,0,Low Value
Business-557b,79,38,63868.0,0,Low Value
Business-557c,3,3,3530.0,0,Low Value
Business-557e,391,111,417463.0,0,Low Value
Business-5597,23,3,5840.0,0,Low Value
Business-55aa,4,4,6060.0,0,Low Value
Business-55b8,11,6,5705.0,0,Low Value
Business-55d1,17,14,15630.0,0,Low Value
Business-55d4,96,74,104010.0,0,Low Value
Business-55d5,23,22,42805.0,0,Low Value
Business-55f8,1,1,6800.0,0,Low Value
Business-5600,113,59,152644.0,0,Low Value
Business-5601,62,50,133800.0,0,Low Value
Business-5608,60,48,116964.0,0,Low Value
Business-5611,10,10,14665.0,0,Low Value
Business-5613,4089,691,2037734.0,2,High Value
Business-5620,1,2,7530.0,0,Low Value
Business-5623,2,2,4080.0,0,Low Value
Business-563a,4,4,18430.0,0,Low Value
Business-5646,6,3,4600.0,0,Low Value
Business-5661,162,108,380918.0,0,Low Value
Business-566a,21,16,23785.0,0,Low Value
Business-5677,776,605,1441885.0,1,Medium Value
Business-567a,66,59,101819.0,0,Low Value
Business-567e,7,6,8150.0,0,Low Value
Business-5685,114,104,231051.0,0,Low Value
Business-5689,28,23,47260.0,0,Low Value
Business-56aa,8,7,17805.0,0,Low Value
Business-56dc,14,11,31740.0,0,Low Value
Business-5700,69,68,146573.0,0,Low Value
Business-570e,3,2,190.0,0,Low Value
Business-5722,2,1,2560.0,0,Low Value
Business-573a,6,5,7000.0,0,Low Value
Business-574f,7,7,40041.0,0,Low Value
Business-5751,2,1,1365.0,0,Low Value
Business-5754,422,161,348190.0,0,Low Value
Business-575f,4,3,8485.0,0,Low Value
Business-5760,47,33,44450.0,0,Low Value
Business-5777,5,5,9650.0,0,Low Value
Business-5780,317,251,601481.0,1,Medium Value
Business-5788,4,2,4625.0,0,Low Value
Business-5791,6,2,5370.0,0,Low Value
Business-57c5,5,4,5025.0,0,Low Value
Business-57e3,3,3,8980.0,0,Low Value
Business-57f0,164,90,233258.0,0,Low Value
Business-57ff,66,42,66294.0,0,Low Value
Business-5809,37,25,44800.0,0,Low Value
Business-5810,62,32,52634.0,0,Low Value
Business-5823,32,25,47810.0,0,Low Value
Business-5827,2,2,4596.0,0,Low Value
Business-5829,437,160,309295.0,0,Low Value
Business-582f,21,13,33555.0,0,Low Value
Business-5830,3,3,6340.0,0,Low Value
Business-583a,9,9,12755.0,0,Low Value
Business-5840,242,32,64300.0,0,Low Value
Business-5842,35,35,88600.0,0,Low Value
Business-585d,196,96,167960.0,0,Low Value
Business-585e,7,3,9630.0,0,Low Value
Business-586b,65,34,75740.0,0,Low Value
Business-587a,4,2,7760.0,0,Low Value
Business-58a4,15,15,25735.0,0,Low Value
Business-58a8,245,192,374422.0,0,Low Value
Business-58a9,28,4,25610.0,0,Low Value
Business-58d9,254,197,373026.0,0,Low Value
Business-58e3,2,2,11180.0,0,Low Value
Business-58f1,433,94,224720.0,0,Low Value
Business-58fe,45,42,140605.0,0,Low Value
Business-5915,3,3,4845.0,0,Low Value
Business-593c,106,96,234716.0,0,Low Value
Business-5943,11,4,16245.0,0,Low Value
Business-5947,13,13,26240.0,0,Low Value
Business-5948,12,4,11370.0,0,Low Value
Business-5953,77,60,148746.0,0,Low Value
Business-5957,30,2,3950.0,0,Low Value
Business-595c,20,13,25735.0,0,Low Value
Business-595e,4,3,12000.0,0,Low Value
Business-595f,52,37,111835.0,0,Low Value
Business-5960,16,8,19000.0,0,Low Value
Business-596f,42,29,76350.0,0,Low Value
Business-5973,12,12,21160.0,0,Low Value
Business-598a,327,90,184780.0,0,Low Value
Business-598d,224,41,83540.0,0,Low Value
Business-5999,185,65,218429.0,0,Low Value
Business-59a0,1105,276,715910.0,1,Medium Value
Business-59a4,8,8,15245.0,0,Low Value
Business-59b6,1,1,4190.0,0,Low Value
Business-59c1,243,232,501462.0,0,Low Value
Business-59d2,2,2,2850.0,0,Low Value
Business-59e8,34,8,13012.0,0,Low Value
Business-59ea,9,2,3770.0,0,Low Value
Business-59ed,164,156,306411.0,0,Low Value
Business-5a29,134,46,178320.0,0,Low Value
Business-5a2a,32,30,79788.0,0,Low Value
Business-5a47,6,6,12350.0,0,Low Value
Business-5a62,842,358,995240.0,1,Medium Value
Business-5a63,42,33,55396.0,0,Low Value
Business-5a76,2,2,8520.0,0,Low Value
Business-5a91,48,4,10000.0,0,Low Value
Business-5aa4,692,369,1149097.0,1,Medium Value
Business-5aaf,6,6,9795.0,0,Low Value
Business-5ac3,147,29,80285.0,0,Low Value
Business-5ace,29,27,52370.0,0,Low Value
Business-5b02,222,172,502915.0,0,Low Value
Business-5b07,116,62,173588.0,0,Low Value
Business-5b0f,7,7,11385.0,0,Low Value
Business-5b15,1,1,1665.0,0,Low Value
Business-5b19,1,1,1445.0,0,Low Value
Business-5b40,4,2,4795.0,0,Low Value
Business-5b5f,27,14,37257.0,0,Low Value
Business-5b6f,79,50,97030.0,0,Low Value
Business-5b82,23,17,39150.0,0,Low Value
Business-5b9e,6,4,13385.0,0,Low Value
Business-5ba6,104,77,74973.0,0,Low Value
Business-5bac,455,62,135768.0,0,Low Value
Business-5bb6,645,244,585872.0,1,Medium Value
Business-5bd2,4,4,9075.0,0,Low Value
Business-5be4,42,32,66925.0,0,Low Value
Business-5bf2,3,3,5700.0,0,Low Value
Business-5bf6,290,223,537531.0,1,Medium Value
Business-5c29,5,1,1990.0,0,Low Value
Business-5c2e,55,52,180072.0,0,Low Value
Business-5c47,125,97,135574.0,0,Low Value
Business-5c4d,2,2,2440.0,0,Low Value
Business-5c56,626,312,765989.0,1,Medium Value
